Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,MOLLUSCA,Mollusca,0,8,4.51,1,NO_ANNOT,,,Exact,0,Mollusca,Mollusca,M2L,1,Catalogue of Life,
342,S. granulatissima,S. granulatissima,115504,115521,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
343,Huachuca,Huachuca,115848,115856,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
344,Huachuca,Huachuca,115880,115888,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
345,Sonorella.,Sonorella,116111,116121,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
346,S. mearnsi,S. mearnsi,116144,116154,5.26,2,NO_ANNOT,,,NoMatch,,,,,,,,
347,S. mearnsi may,S. mearnsi may,116223,116237,2.57,3,NO_ANNOT,,,NoMatch,,,,,,,,
348,S. granulatissima,S. granulatissima,116266,116283,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
349,Sonorella granulatissima latior,Sonorella granulatissima latior,116321,116352,17.16,3,SUBSP_NOV,,,Exact,0,"Sonorella granulatissima latior Pilsbry, 1905",Sonorella granulatissima latior,7V32Z,1,Catalogue of Life,
350,S. granulatissima,S. granulatissima,116414,116431,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
351,S. hachitana.,S. hachitana,116780,116793,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
352,Huachuca,Huachuca,117057,117065,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
353,S.␤granulatissima.,S. granulatissima,117270,117288,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
354,S. dalli,S. dalli,117370,117378,4.89,2,NO_ANNOT,,,NoMatch,,,,,,,,
355,S.␤granulatissima.,S. granulatissima,117383,117401,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
356,Sonorella dalli,Sonorella dalli,117402,117417,11.43,2,NO_ANNOT,,,Exact,0,"Sonorella dalli Bartsch, 1904",Sonorella dalli,7T6RZ,1,Catalogue of Life,
357,Huachuca,Huachuca,117917,117925,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
358,Huachuca,Huachuca,117990,117998,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
359,Huachuca,Huachuca,118023,118031,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
360,S. mearnsi,S. mearnsi,118207,118217,5.26,2,NO_ANNOT,,,NoMatch,,,,,,,,
361,S. dalli,S. dalli,118404,118412,4.89,2,NO_ANNOT,,,NoMatch,,,,,,,,
362,S. mearnsi,S. mearnsi,118417,118427,5.26,2,NO_ANNOT,,,NoMatch,,,,,,,,
363,S. dalli.,S. dalli,118743,118752,4.89,2,NO_ANNOT,,,NoMatch,,,,,,,,
364,Sonorella virilis,Sonorella virilis,118841,118858,13.14,2,SP_NOV,,,Exact,0,"Sonorella virilis Pilsbry, 1905",Sonorella virilis,7T6VB,1,Catalogue of Life,
365,S. virilis,S. virilis,120633,120643,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
366,S. hachitana,S. hachitana,120827,120839,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
367,S. virilis,S. virilis,121222,121232,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
368,Sonorella virilis circumstriata,Sonorella virilis circumstriata,121814,121845,19.39,3,SUBSP_NOV,,,Exact,0,"Sonorella virilis circumstriata Pilsbry & Ferriss, 1905",Sonorella virilis circumstriata,7V33L,1,Catalogue of Life,
369,S. virilis.,S. virilis,122474,122485,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
370,Sonorella virilis huachucana,Sonorella virilis huachucana,122945,122973,18.96,3,SUBSP_NOV,,,Exact,0,"Sonorella virilis huachucana Pilsbry, 1905",Sonorella virilis huachucana,7V33M,1,Catalogue of Life,
371,S. hachitana,S. hachitana,123036,123048,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
372,S.␤virilis,S. virilis,123096,123106,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
373,Huachuca,Huachuca,123952,123960,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
374,Huachuca,Huachuca,124068,124076,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
375,S. virilis.,S. virilis,124125,124136,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
376,S. hachitana,S. hachitana,124255,124267,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
377,Huachuca,Huachuca,124459,124467,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
378,OREOHELIX,Oreohelix,124828,124837,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
379,Patula,Patula,124853,124859,4.29,1,NO_ANNOT,,,Exact,0,Patula,Patula,6JLY,1,Catalogue of Life,
380,Pyramidula,Pyramidula,124864,124874,5.17,1,NO_ANNOT,,,Exact,0,"Pyramidula Fitzinger, 1833",Pyramidula,7P75B,1,Catalogue of Life,
381,Oreohelix,Oreohelix,124962,124971,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
382,Helix strigosa,Helix strigosa,127057,127071,9.91,2,NO_ANNOT,,,Exact,0,"Helix strigosa Gould, 1846",Helix strigosa,7RMWJ,1,Catalogue of Life,
383,Oreohelix,Oreohelix,128085,128094,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
384,P. strigosa.,P. strigosa,128478,128490,6.97,2,NO_ANNOT,,,NoMatch,,,,,,,,
385,Oreohelix,Oreohelix,128942,128951,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
386,O. strigosa,O. strigosa,130365,130376,6.97,2,NO_ANNOT,,,NoMatch,,,,,,,,
387,Oreohelix.,Oreohelix,131976,131986,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
388,Huachuca,Huachuca,132453,132461,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
389,Oreolielix strigosa,Oreolielix strigosa,133478,133497,6.00,2,NO_ANNOT,,,NoMatch,,,,,,,,
390,Northwestern strigosa.,Northwestern strigosa,133860,133882,3.58,2,NO_ANNOT,,,NoMatch,,,,,,,,
391,Pecos strigosa,Pecos strigosa,136595,136609,2.72,2,NO_ANNOT,,,NoMatch,,,,,,,,
392,Oreohelix cooperi,Oreohelix cooperi,136737,136754,11.83,2,NO_ANNOT,,,Exact,0,Oreohelix cooperi,Oreohelix cooperi,urn:lsid:marinespecies.org:taxname:1366425,9,WoRMS,
393,Oreohelix strigosa concentrata,Oreohelix strigosa concentrata,136874,136904,18.49,3,NO_ANNOT,,,Fuzzy,1,Oreohelix stringosa concentrata Ckll.,Oreohelix stringosa concentrata,gn_97387,186,MCZbase,
394,Patula strigosa var.␤concentrata,Patula strigosa var. concentrata,136911,136943,20.77,3,NO_ANNOT,,,Fuzzy,1,"Patula strigosa var. concantrata Dall, 1895",Patula strigosa concantrata,7V8NG,1,Catalogue of Life,
395,Huachuca,Huachuca,137091,137099,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
396,Typical concentrata,Typical concentrata,137352,137371,2.01,2,NO_ANNOT,,,NoMatch,,,,,,,,
397,Iluachuca concentrata,Iluachuca concentrata,140326,140347,7.28,2,NO_ANNOT,,,NoMatch,,,,,,,,
398,Oreohelix strigosa huachucana,Oreohelix strigosa huachucana,140519,140548,17.95,3,NO_ANNOT,,,PartialExact,0,Oreohelix huachucana Ckll.,Oreohelix huachucana,gn_98635,186,MCZbase,
399,Pyraniidula strigosa huachucana,Pyraniidula strigosa huachucana,140582,140613,12.11,3,NO_ANNOT,,,NoMatch,,,,,,,,
400,Huachuca,Huachuca,142536,142544,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
401,Patula hemphilli,Patula hemphilli,142554,142570,10.68,2,NO_ANNOT,,,PartialExact,0,Patula,Patula,6JLY,1,Catalogue of Life,
402,Huachuca,Huachuca,142633,142641,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
403,P. strigosa,P. strigosa,142655,142666,6.97,2,NO_ANNOT,,,NoMatch,,,,,,,,
404,O. strigosa,O. strigosa,142741,142752,6.97,2,NO_ANNOT,,,NoMatch,,,,,,,,
405,Pecos strigosa.,Pecos strigosa,143364,143379,2.72,2,NO_ANNOT,,,NoMatch,,,,,,,,
406,Pecos strigosa,Pecos strigosa,143533,143547,2.72,2,NO_ANNOT,,,NoMatch,,,,,,,,
407,Huachuca,Huachuca,143793,143801,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
408,Huachuca,Huachuca,144265,144273,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
409,Huachuca,Huachuca,145522,145530,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
410,Huachuca,Huachuca,145796,145804,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
411,Huachuca,Huachuca,148023,148031,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
412,Oreohelix strigosa metcalfei,Oreohelix strigosa metcalfei,149029,149057,15.59,3,NO_ANNOT,,,Exact,0,"Oreohelix strigosa metcalfei Cockerell, 1905",Oreohelix strigosa metcalfei,7TYSR,1,Catalogue of Life,
413,Oreohelix strigosa socorroensis,Oreohelix strigosa socorroensis,150220,150251,18.33,3,SUBSP_NOV,,,Exact,0,"Oreohelix strigosa socorroensis Pilsbry, 1905",Oreohelix strigosa socorroensis,7TYSV,1,Catalogue of Life,
414,Oreohelix barbata,Oreohelix barbata,151220,151237,12.37,2,SP_NOV,,,Exact,0,"Oreohelix barbata Pilsbry, 1905",Oreohelix barbata,7SK56,1,Catalogue of Life,
415,Oreohelix,Oreohelix,153317,153326,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
416,Polygyra,Polygyra,153341,153349,4.77,1,NO_ANNOT,,,Exact,0,"Polygyra Say, 1818",Polygyra,7PD3F,1,Catalogue of Life,
417,Stenotrema pilshryi,Stenotrema pilshryi,153350,153369,11.71,2,NO_ANNOT,,,Fuzzy,1,"Stenotrema pilsbryi (Ferriss, 1900)",Stenotrema pilsbryi,7T838,1,Catalogue of Life,
418,S. strigosa huachucana,S. strigosa huachucana,154129,154151,12.79,3,NO_ANNOT,,,NoMatch,,,,,,,,
419,Oreohelix yavapai,Oreohelix yavapai,154803,154820,9.18,2,SP_NOV,,,Exact,0,"Oreohelix yavapai Pilsbry, 1905",Oreohelix yavapai,7SK6P,1,Catalogue of Life,
420,Patula strigosa,Patula strigosa,156275,156290,11.60,2,NO_ANNOT,,,Exact,0,Patula strigosa,Patula strigosa,urn:lsid:marinespecies.org:taxname:1366593,9,WoRMS,
421,Oreohelix yavapai neomexicana,Oreohelix yavapai neomexicana,157441,157470,15.17,3,NO_ANNOT,,,Exact,0,"Oreohelix yavapai neomexicana Pilsbry, 1905",Oreohelix yavapai neomexicana,7TYTB,1,Catalogue of Life,
422,RADIOCENTRUM,Radiocentrum,159618,159630,5.95,1,NO_ANNOT,,,Exact,0,"Radiocentrum Pilsbry, 1905",Radiocentrum,7PFHT,1,Catalogue of Life,
423,Oreohelix strigosa.,Oreohelix strigosa,160418,160437,12.14,2,NO_ANNOT,,,Exact,0,"Oreohelix strigosa (Gould, 1846)",Oreohelix strigosa,7SK6F,1,Catalogue of Life,
424,Radiocentrum.,Radiocentrum,160456,160469,5.95,1,NO_ANNOT,,,Exact,0,"Radiocentrum Pilsbry, 1905",Radiocentrum,7PFHT,1,Catalogue of Life,
425,Oreohelix chiricahuana,Oreohelix chiricahuana,160956,160978,12.24,2,SP_NOV,,,Exact,0,"Oreohelix chiricahuana Pilsbry, 1905",Oreohelix chiricahuana,7SK59,1,Catalogue of Life,
426,Oreohelix.,Oreohelix,163707,163717,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
427,Oreohelix,Oreohelix,163822,163831,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
428,Oreohelix,Oreohelix,163861,163870,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
429,Pyramidula solitaria,Pyramidula solitaria,164007,164027,11.38,2,NO_ANNOT,,,Exact,0,Pyramidula solitaria,Pyramidula solitaria,urn:lsid:marinespecies.org:taxname:1366587,9,WoRMS,
430,Oreohelix,Oreohelix,164079,164088,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
431,Oreohelix.,Oreohelix,165149,165159,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
432,Oreohelix dnricahuana,Oreohelix dnricahuana,165540,165561,7.32,2,NO_ANNOT,,,PartialExact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
433,Oreohelix avalonensis,Oreohelix avalonensis,165593,165614,12.76,2,NO_ANNOT,,,Exact,0,Oreohelix avalonensis Pils,Oreohelix avalonensis,gn_124594,186,MCZbase,
434,O. avalonensis.,O. avalonensis,165671,165686,7.60,2,NO_ANNOT,,,NoMatch,,,,,,,,
435,Oreohelix,Oreohelix,165715,165724,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
436,Sonorella gramilatissima,Sonorella gramilatissima,165932,165956,8.30,2,NO_ANNOT,,,PartialExact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
437,Ashmunella angulata,Ashmunella angulata,166047,166066,14.11,2,NO_ANNOT,,,Exact,0,"Ashmunella angulata Pilsbry, 1905",Ashmunella angulata,7Q8F3,1,Catalogue of Life,
438,Oreohelix clappi,Oreohelix clappi,166152,166168,9.30,2,NO_ANNOT,,,Exact,0,"Oreohelix clappi Ferriss, 1904",Oreohelix clappi,7SK5B,1,Catalogue of Life,
439,Oreohelix yavapai,Oreohelix yavapai,166244,166261,9.18,2,NO_ANNOT,,,Exact,0,"Oreohelix yavapai Pilsbry, 1905",Oreohelix yavapai,7SK6P,1,Catalogue of Life,
440,Oreohelix strigosa,Oreohelix strigosa,166370,166388,12.14,2,NO_ANNOT,,,Exact,0,"Oreohelix strigosa (Gould, 1846)",Oreohelix strigosa,7SK6F,1,Catalogue of Life,
441,Ashmunella rhyssa,Ashmunella rhyssa,166620,166637,12.14,2,NO_ANNOT,,,Exact,0,"Ashmunella rhyssa (Dall, 1897)",Ashmunella rhyssa,7Q8GN,1,Catalogue of Life,
442,Ashmunella rhyssa miorhyssa,Ashmunella rhyssa miorhyssa,166693,166720,16.29,3,NO_ANNOT,,,Exact,0,Ashmunella rhyssa miorhyssa Dall,Ashmunella rhyssa miorhyssa,gn_140767,186,MCZbase,
443,Ashmunella rhyssa hyporhyssa,Ashmunella rhyssa hyporhyssa,166776,166804,16.45,3,NO_ANNOT,,,Exact,0,Ashmunella rhyssa hyporhyssa Cock.,Ashmunella rhyssa hyporhyssa,gn_96551,186,MCZbase,
444,Ashmunella altissima,Ashmunella altissima,166952,166972,13.08,2,NO_ANNOT,,,Exact,0,"Ashmunella altissima (Cockerell, 1898)",Ashmunella altissima,7Q8DZ,1,Catalogue of Life,
445,Ashmunella pseudodonta,Ashmunella pseudodonta,167037,167059,13.16,2,NO_ANNOT,,,Exact,0,"Ashmunella pseudodonta (Dall, 1897)",Ashmunella pseudodonta,7Q8GM,1,Catalogue of Life,
446,A. pseudodonta,A. pseudodonta,167114,167128,6.45,2,NO_ANNOT,,,NoMatch,,,,,,,,
447,Ashmunella ashmuni,Ashmunella ashmuni,167190,167208,11.82,2,NO_ANNOT,,,Exact,0,"Ashmunella ashmuni (Dall, 1897)",Ashmunella ashmuni,7Q8F6,1,Catalogue of Life,
448,A. pseudodonta capitanensis,A. pseudodonta capitanensis,167257,167284,12.65,3,NO_ANNOT,,,NoMatch,,,,,,,,
449,A. ashmuni robusta,A. ashmuni robusta,167349,167367,9.28,3,NO_ANNOT,,,NoMatch,,,,,,,,
450,Ashmunella esuritor,Ashmunella esuritor,167427,167446,12.07,2,NO_ANNOT,,,Exact,0,"Ashmunella esuritor Pilsbry, 1905",Ashmunella esuritor,7Q8FJ,1,Catalogue of Life,
451,Ashmunella thomsoniana,Ashmunella thomsoniana,167474,167496,13.89,2,NO_ANNOT,,,Exact,0,"Ashmunella thomsoniana (Ancey, 1887)",Ashmunella thomsoniana,7Q8GW,1,Catalogue of Life,
452,A. thomsoniana.,A. thomsoniana,167609,167624,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
453,A. thomsoniana.,A. thomsoniana,167724,167739,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
454,Ashmunella levettei angigyra,Ashmunella levettei angigyra,168371,168399,15.22,3,NO_ANNOT,,,Exact,0,"Ashmunella levettei angigyra Pilsbry, 1905",Ashmunella levettei angigyra,7TQNG,1,Catalogue of Life,
455,Huachuca,Huachuca,168433,168441,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
456,I. angigyra.,I. angigyra,168481,168493,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
457,I. angigyra.,I. angigyra,168537,168549,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
458,Ashmunella angulata,Ashmunella angulata,168597,168616,14.11,2,NO_ANNOT,,,Exact,0,"Ashmunella angulata Pilsbry, 1905",Ashmunella angulata,7Q8F3,1,Catalogue of Life,
459,A. angulata.,A. angulata,168718,168730,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
460,A. angulata.,A. angulata,168843,168855,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
461,A. angidata.,A. angidata,168896,168908,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
462,Ashmunella mearnsi,Ashmunella mearnsi,168949,168967,11.97,2,NO_ANNOT,,,Exact,0,Ashmunella mearnsi Dall,Ashmunella mearnsi,gn_130939,186,MCZbase,
463,Huachuca,Huachuca,168974,168982,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
464,JL.Ash7nuneUa angidata,Jl�ash�nuneua angidata,169014,169036,5.98,2,NO_ANNOT,,,NoMatch,,,,,,,,
465,Ashmunella proxima,Ashmunella proxima,169089,169107,12.72,2,NO_ANNOT,,,Exact,0,"Ashmunella proxima Pilsbry, 1905",Ashmunella proxima,7Q8GL,1,Catalogue of Life,
466,Ashmunella fissidens,Ashmunella fissidens,169182,169202,12.80,2,NO_ANNOT,,,Exact,0,"Ashmunella fissidens Pilsbry, 1905",Ashmunella fissidens,7Q8FL,1,Catalogue of Life,
467,Topo,Topo,169293,169297,2.08,1,NO_ANNOT,,,Exact,0,"Topo Exline, 1950",Topo,urn:lsid:irmng.org:taxname:1393595,181,IRMNG,
468,Huachuca,Huachuca,169388,169396,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
469,A. levettei.,A. levettei,169444,169456,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
470,A. levettei.,A. levettei,169520,169532,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
471,A. levettei.,A. levettei,169584,169596,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
472,Huachuca,Huachuca,169611,169619,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
473,I. heterodon,I. heterodon,169677,169689,5.38,2,NO_ANNOT,,,NoMatch,,,,,,,,
474,Huachuca,Huachuca,169707,169715,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
475,I. heterodon.,I. heterodon,169753,169766,5.38,2,NO_ANNOT,,,NoMatch,,,,,,,,
476,Huachuca,Huachuca,169785,169793,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
477,A. levettei,A. levettei,169837,169848,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
478,I. heterodon,I. heterodon,169956,169968,5.38,2,NO_ANNOT,,,NoMatch,,,,,,,,
479,Huachuca,Huachuca,170011,170019,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
480,A. chiricahuana.,A. chiricahuana,170170,170186,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
481,.Ashmunella duplicidens,Ashmunella duplicidens,170487,170510,13.22,2,NO_ANNOT,,,Exact,0,"Ashmunella duplicidens Pilsbry, 1905",Ashmunella duplicidens,7Q8FG,1,Catalogue of Life,
482,Ashm.unella metamorphosa,Ashm�unella metamorphosa,170790,170814,8.30,2,NO_ANNOT,,,Fuzzy,1,"Ashmunella metamorphosa Pilsbry, 1905",Ashmunella metamorphosa,7Q8GB,1,Catalogue of Life,
483,AsimuneZZa mearnsi,Asimunezza mearnsi,170838,170856,3.04,2,NO_ANNOT,,,NoMatch,,,,,,,,
484,2.Sonorella hachitana,Sonorella hachitana,170893,170914,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
485,SGSonorella hachitana,Sgsonorella hachitana,170947,170968,7.28,2,NO_ANNOT,,,NoMatch,,,,,,,,
486,Sonorella hachitana,Sonorella hachitana,171015,171034,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
487,SonoreZa hachitana ashmuni,Sonoreza hachitana ashmuni,171077,171103,7.96,3,NO_ANNOT,,,NoMatch,,,,,,,,
488,Sonorella virilis,Sonorella virilis,171173,171190,13.14,2,NO_ANNOT,,,Exact,0,"Sonorella virilis Pilsbry, 1905",Sonorella virilis,7T6VB,1,Catalogue of Life,
489,Sonorella virilis,Sonorella virilis,171241,171258,13.14,2,NO_ANNOT,,,Exact,0,"Sonorella virilis Pilsbry, 1905",Sonorella virilis,7T6VB,1,Catalogue of Life,
490,Sonorella granulatissima,Sonorella granulatissima,171333,171357,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
491,Sonorella virilis huachucana,Sonorella virilis huachucana,171390,171418,18.96,3,NO_ANNOT,,,Exact,0,"Sonorella virilis huachucana Pilsbry, 1905",Sonorella virilis huachucana,7V33M,1,Catalogue of Life,
492,Huachuca,Huachuca,171438,171446,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
493,Sonorella granulatissima latior,Sonorella granulatissima latior,171482,171513,17.16,3,NO_ANNOT,,,Exact,0,"Sonorella granulatissima latior Pilsbry, 1905",Sonorella granulatissima latior,7V32Z,1,Catalogue of Life,
494,Huachuca,Huachuca,171535,171543,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
495,Sonorella hachitana bowiensis,Sonorella hachitana bowiensis,171579,171608,19.22,3,NO_ANNOT,,,Exact,0,"Sonorella hachitana bowiensis Pilsbry, 1905",Sonorella hachitana bowiensis,7V334,1,Catalogue of Life,
496,Sonorella rowelli,Sonorella rowelli,171699,171716,12.23,2,NO_ANNOT,,,PartialExact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
497,Sonorella granulatissima,Sonorella granulatissima,171765,171789,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
498,Sonorella granulatissima,Sonorella granulatissima,171829,171853,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
499,Sonorella granulatissima,Sonorella granulatissima,171894,171918,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
500,.Sonorella granulatissima parva,Sonorella granulatissima parva,171960,171991,16.14,3,NO_ANNOT,,,Exact,0,"Sonorella granulatissima parva Pilsbry, 1905",Sonorella granulatissima parva,7V333,1,Catalogue of Life,
501,Huachuca,Huachuca,172010,172018,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
502,Sonorella virilis circumstriatus,Sonorella virilis circumstriatus,172062,172094,19.10,3,NO_ANNOT,,,Fuzzy,2,"Sonorella virilis circumstriata Pilsbry & Ferriss, 1905",Sonorella virilis circumstriata,7V33L,1,Catalogue of Life,
503,Sonorella qranulatissima,Sonorella qranulatissima,172173,172197,8.30,2,NO_ANNOT,,,Fuzzy,1,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
504,Huachuca,Huachuca,172216,172224,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
505,Oreohelix.,Oreohelix,172272,172282,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
506,Oreohelix strigosa,Oreohelix strigosa,172292,172310,12.14,2,NO_ANNOT,,,Exact,0,"Oreohelix strigosa (Gould, 1846)",Oreohelix strigosa,7SK6F,1,Catalogue of Life,
507,O. yavapai,O. yavapai,172523,172533,4.02,2,NO_ANNOT,,,NoMatch,,,,,,,,
508,O. clappi,O. clappi,172556,172565,4.13,2,NO_ANNOT,,,NoMatch,,,,,,,,
509,Sonorella hachitana bowiensis,Sonorella hachitana bowiensis,172650,172679,19.22,3,NO_ANNOT,,,Exact,0,"Sonorella hachitana bowiensis Pilsbry, 1905",Sonorella hachitana bowiensis,7V334,1,Catalogue of Life,
